carbon_percent,chromium_percent,manganese_percent,silicon_percent,nickel_percent,cobalt_percent,molybdenum_percent,tungsten_percent,niobium_percent,aluminium_percent,phosphorous_percent,copper_percent,titanium_percent,tantalum_percent,hafnium_percent,rhenium_percent,vanadium_percent,boron_percent,nitrogen_percent,oxygen_percent,sulphur_percent,yield_strength,uts,elongation,reduction_area
0.145,9.614,0.5,0.218,0.16,2.88,0.2,2.6788,0.0638,0.0098,0.001,0.0034,0.0083,0.0151,0,0,0.202,0,0.191,0.08285,0.0158,477.79,540.9,32.4,78.2
0.139,9.06,0.01,0.07,1.19,3.03,0.69,0,0,0,0,2.94,0.5,0,0,0,0,0,0,0,0,599.1,691.8,23.5,0
0.139,10.54,0.01,0.07,1.19,4.04,0.7,0,0,0,0,2.99,0.54,0,0,0,0,0,0,0,0,590.6,722.8,21.75,0
0.139,11.8,0.02,0.07,1.19,3.96,0.69,0,0,0,0,2.97,0.51,0,0,0,0,0,0,0,0,594.8,739.8,22.7,0
0.139,9.02,0.01,0.28,1.13,2.94,0.71,0.01,0.01,0.027,0,3.03,0.54,0.01,0,0,0.01,0,0,0,0,341.2,369,28.1,67.2
0.139,9.02,0.01,0.28,1.13,2.94,0.71,0.01,0.01,0.027,0,3.03,0.54,0.01,0,0,0.01,0,0,0,0,240.3,262,50.9,92.4
0.139,9.02,0.01,0.28,1.13,2.94,0.71,0.01,0.01,0.027,0,3.03,0.54,0.01,0,0,0.01,0,0,0,0,146,167,73.9,74.5
0.139,9.02,0.01,0.28,1.13,2.94,0.71,0.01,0.01,0.027,0,3.03,0.54,0.01,0,0,0.01,0,0,0,0,591.34,742.3,23.2,52.1
0.139,9.02,0.01,0.28,1.13,2.94,0.71,0.01,0.01,0.027,0,3.03,0.54,0.01,0,0,0.01,0,0,0,0,478.41,587,8.2,17.5
0.139,9.02,0.01,0.28,1.13,2.94,0.71,0.01,0.01,0.027,0,3.03,0.54,0.01,0,0,0.01,0,0,0,0,391.66,453.8,25,54.7
0.133,9.01,0.24,0.28,1.14,2.95,0.71,0.01,0.01,0.027,0,3.04,0.59,0.01,0,0,0.01,0,0,0,0,337.1,376,31.2,71.1
0.133,9.01,0.24,0.28,1.14,2.95,0.71,0.01,0.01,0.027,0,3.04,0.59,0.01,0,0,0.01,0,0,0,0,242,265,60.7,75.1
0.133,9.01,0.24,0.28,1.14,2.95,0.71,0.01,0.01,0.027,0,3.04,0.59,0.01,0,0,0.01,0,0,0,0,139.1,164,79.6,74.9
0.106,9.02,0.49,0.28,1.14,2.94,0.71,0.01,0.01,0.031,0,3.02,0.59,0.01,0,0,0.01,0,0,0,0,360,401,37,74.2
0.106,9.02,0.49,0.28,1.14,2.94,0.71,0.01,0.01,0.031,0,3.02,0.59,0.01,0,0,0.01,0,0,0,0,250.3,278,71.4,80.2
0.106,9.02,0.49,0.28,1.14,2.94,0.71,0.01,0.01,0.031,0,3.02,0.59,0.01,0,0,0.01,0,0,0,0,123.9,152,129.4,85.9
0.199,9.07,0.98,0.29,1.14,2.92,0.71,0.01,0.01,0.026,0,3.06,0.53,0.01,0,0,0.01,0,0,0,0,476.1,551,33.9,56.4
0.199,9.07,0.98,0.29,1.14,2.92,0.71,0.01,0.01,0.026,0,3.06,0.53,0.01,0,0,0.01,0,0,0,0,205.6,255,92.8,63.8
0.199,9.07,0.98,0.29,1.14,2.92,0.71,0.01,0.01,0.026,0,3.06,0.53,0.01,0,0,0.01,0,0,0,0,112.5,143,93.9,71.1
0.108,10.04,0.31,0.01,0.21,5.87,0.01,0.01,0.01,0.01,0,0.01,0.56,0.01,0,0,0.01,0,0,0,0,194.3,212,47.75,81.8
0.108,10.04,0.31,0.01,0.21,5.87,0.01,0.01,0.01,0.01,0,0.01,0.56,0.01,0,0,0.01,0,0,0,0,425.28,603.6,33.97,64.9
0.108,10.04,0.31,0.01,0.21,5.87,0.01,0.01,0.01,0.01,0,0.01,0.56,0.01,0,0,0.01,0,0,0,0,282.48,325.7,39.26,69.6
0.108,10.04,0.31,0.01,0.21,5.87,0.01,0.01,0.01,0.01,0,0.01,0.56,0.01,0,0,0.01,0,0,0,0,113.08,169.6,66.2,80.7
0.105,9.94,0.29,0.09,0.21,5.86,0.01,0.01,0.01,0.01,0,0.01,0.57,0.01,0,0,0.01,0,0,0,0,419.58,608.4,34.29,61.5
0.105,9.94,0.29,0.09,0.21,5.86,0.01,0.01,0.01,0.01,0,0.01,0.57,0.01,0,0,0.01,0,0,0,0,293.33,339.5,33.05,65.9
0.105,9.94,0.29,0.09,0.21,5.86,0.01,0.01,0.01,0.01,0,0.01,0.57,0.01,0,0,0.01,0,0,0,0,115.54,173.1,76.1,84.1
0.123,9.96,0.29,0.27,0.2,5.86,0.01,0.01,0.01,0.01,0,0.02,0.59,0.01,0,0,0.01,0,0,0,0,212.35,230.5,53.9,82.45
0.104,9.95,0.29,0.09,0.2,5.88,0.01,0.01,0.01,0.01,0,1.02,0.58,0.01,0,0,0.01,0,0,0,0,219.15,232.5,47.45,78.25
0.104,9.95,0.29,0.09,0.2,5.88,0.01,0.01,0.01,0.01,0,1.02,0.58,0.01,0,0,0.01,0,0,0,0,445.39,620.4,33.45,64.7
0.104,9.95,0.29,0.09,0.2,5.88,0.01,0.01,0.01,0.01,0,1.02,0.58,0.01,0,0,0.01,0,0,0,0,305.41,351.3,35.8,53.6
0.104,9.95,0.29,0.09,0.2,5.88,0.01,0.01,0.01,0.01,0,1.02,0.58,0.01,0,0,0.01,0,0,0,0,128.61,184.8,63.6,68.6
0.109,9.96,0.28,0.08,0.2,5.86,0.01,0.01,0.01,0.01,0,2.03,0.54,0.01,0,0,0.01,0,0,0,0,472.97,643.1,30.43,50.4
0.109,9.96,0.28,0.08,0.2,5.86,0.01,0.01,0.01,0.01,0,2.03,0.54,0.01,0,0,0.01,0,0,0,0,315.29,359.2,32.86,47.1
0.109,9.96,0.28,0.08,0.2,5.86,0.01,0.01,0.01,0.01,0,2.03,0.54,0.01,0,0,0.01,0,0,0,0,127.61,182.8,44,59.9
0.118,9.91,0.29,0.09,0.2,5.87,0.01,0.01,0.01,0.01,0,2.97,0.59,0.01,0,0,0.01,0,0,0,0,218.55,235,46.55,70
0.118,9.91,0.29,0.09,0.2,5.87,0.01,0.01,0.01,0.01,0,2.97,0.59,0.01,0,0,0.01,0,0,0,0,511.73,680.2,28.92,58
0.118,9.91,0.29,0.09,0.2,5.87,0.01,0.01,0.01,0.01,0,2.97,0.59,0.01,0,0,0.01,0,0,0,0,332.85,379.1,26.17,53
0.118,9.91,0.29,0.09,0.2,5.87,0.01,0.01,0.01,0.01,0,2.97,0.59,0.01,0,0,0.01,0,0,0,0,127.01,184.8,50.1,66
0.02,0.01,0.05,0.05,19.7,15,2.95,0,0.01,0.15,0,0,1.55,0,0,0,0.01,0,0,0,0,2411.5,2473.5,7,0
0.18,13.44,0.01,0.01,0.01,19.46,3.01,2.35,0.01,0.04,0,0,0,0,0,0,0.46,0,0.04,0,0,1123.1,1929.2,8,0
0,8.67,0.01,0.01,13.45,13.9,0.82,0,0.01,0.39,0,0,0.57,0,0,0,0.01,0,0,0,0,1736.3,1871.8,0,0
0.01,0.01,0.05,0.05,17.7,15,3.95,0,0.01,0.13,0,0,1.47,0,0,0,0.01,0,0,0,0,2487.3,2514.9,9,0
0.01,0.01,0.05,0.05,19.4,14.9,1.45,0,0.01,0.13,0,0,1.55,0,0,0,0.01,0,0,0,0,2249.6,2315,8.5,0
0.19,12.56,0.02,0.49,0.94,20.1,1.96,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1328.3,1779.5,19.7,0
0,0.01,0.05,0.05,18.1,13,3.6,0,0.01,0.11,0,0,2.25,0,0,0,0.01,0,0,0,0,2501.1,2570,3.7,0
0.1,12.19,0.57,0.24,0.01,15.2,8.9,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.02,0,0,1228.9,1795.6,2,0
0.01,17.5,0.01,1.99,2.1,11.8,0.02,0,0.01,0.03,0,0,0.05,0,0,0,0.01,0,0,0,0,1088.6,1419.3,10,0
0.16,14.56,0.01,0.01,0.01,15.6,4.9,0,0.01,0.04,0,0,0,0,0,0,0.48,0,0.05,0,0,1502,2008.4,11.5,0
0.01,0.01,0.05,0.05,18,13,3.6,0,0.01,0.08,0,0,1.88,0,0,0,0.01,0,0,0,0,2411.5,2475.8,7.7,0
0,0.01,0.05,0.05,18.1,13,3.5,0,0.01,0.1,0,0,1.62,0,0,0,0.01,0,0,0,0,2331.1,2397.7,9.3,0
0.16,13.56,0.01,0.01,0.01,16.2,4.7,0,0.01,0.04,0,0,0,0,0,0,0.4,0,0.04,0,0,1274.7,1949.9,12,0
0,0.01,0.05,0.05,18,12,3.6,0,0.01,0.02,0,0,1.9,0,0,0,0.5,0,0,0,0,2402.3,2468.9,8.3,0
0.16,14.24,0.01,0.01,0.01,13.6,7.15,0,0.01,0.04,0,0,0,0,0,0,0.41,0,0.03,0,0,1460.7,2197.9,4,0
0.2,14.13,0.01,0.01,0.92,17,1.99,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1243.4,1792.3,20.8,0
0.02,0.01,0.05,0.05,17,12.3,4.07,0,0.01,0.16,0,0,1.58,0,0,0,0.69,0,0,0,0,2381.6,2436.8,9.7,0
0.16,14.5,0.01,0.67,0.01,13.41,5.09,0,0.01,0.04,0,0,0,0,0,0,0.41,0,0.02,0,0,1412.5,2129,4,0
0.01,0.01,0.01,0.01,15,14.8,6.02,0,0.01,0.03,0,0,0.62,0,0,0,0.01,0,0,0,0,1603.3,1751.6,10.3,0
0.01,15.6,0.01,1.93,4.1,10.5,0.02,0,0.01,0.03,0,0,0.06,0,0,0,0.01,0,0,0,0,1185.1,1453.8,18,0
0.01,0.01,0.05,0.05,17.5,11.5,4.15,0,0.01,0.62,0,0,1.48,0,0,0,0.01,0,0,0,0,2510.3,2570,7.7,0
0.01,0.01,0.05,0.05,17.2,12.2,3.95,0,0.01,0.23,0,0,1.78,0,0,0,0.01,0,0,0,0,2372.4,2441.3,8.7,0
0.07,15.54,0.01,0.01,0.01,13.41,4.99,0,0.01,0.03,0,0,0,0,0,0,0.41,0,0.03,0,0,1312.6,2011.9,11.5,0
0.16,14.46,0.56,0.01,0.01,13.41,5.12,0,0.01,0.05,0,0,0,0,0,0,0.41,0,0.03,0,0,1350.4,2039.4,12,0
0.16,13.99,0.01,0.03,1.09,13.94,4.95,0,0.27,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1169.4,1603.4,21.8,0
0.2,12.51,0.01,0.51,0.95,17.06,1.97,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1322.1,1770.7,17.8,0
0.01,11.14,0.01,0.01,8.01,8.62,4.99,0,0.01,1.22,0,0,0.01,0,0,0,0.01,0,0,0,0,1870.6,1970.6,11.5,0
0.01,0.01,0.01,0.01,15.1,15.3,5.1,0,0.01,0.03,0,0,0.2,0,0,0,0.01,0,0,0,0,1580,1675.6,13.6,0
0.15,14.48,0.01,0.01,0.01,13.49,5.06,0,0.01,0.05,0,0,0,0,0,0,0.46,0,0.15,0,0,1164.4,2032.6,4,0
0.16,14.34,0.01,0.01,0.01,13.45,5.09,0,0.01,0.05,0,0,0,0,0,0,0.87,0,0.04,0,0,1550.3,2122.1,12,0
0.01,0.01,0.05,0.05,17.5,11.8,3.9,0,0.01,0.17,0,0,1.54,0,0,0,0.01,0,0,0,0,2381.6,2436.8,9.3,0
0.21,14.6,0.01,0.01,0.01,13.48,5.02,0,0.01,0.05,0,0,0,0,0,0,0.41,0,0.02,0,0,1405.6,2122.1,12,0
0.21,14.58,0.01,0.01,0.01,13.45,5.02,0,0.01,0.05,0,0,0,0,0,0,0.46,0,0.02,0,0,1529.6,2108.3,12,0
0.01,10.96,0.01,0.01,7.97,8.55,5,0,0.01,1.21,0,0,0.01,0,0,0,0.01,0,0,0,0,1825.8,1953.3,11,0
0.21,12.53,0.43,0.5,1.18,15.95,2.06,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1352.2,1839.4,19,0
0,10.97,0.01,0.01,7.99,8.51,4.98,0,0.01,1.19,0,0,0.02,0,0,0,0.01,0,0,0,0,1837.9,1949.8,12.5,0
0.07,11.76,0.57,0.32,0.01,15.2,6.32,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.05,0,0,1133.4,1931.2,13.4,0
0.2,14.09,0.01,0.03,0.01,16.62,1.98,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1358.2,1841.4,13.8,0
0.21,12.58,0.01,1.99,0.94,13.88,1.98,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1354.2,1769.8,19.1,0
0.09,12.28,0.66,0.27,0.01,14.8,0.02,8,0.01,0.03,0,0,0,0,0,0,0.01,0,0.03,0,0,1081.1,1678.6,5.8,0
0.12,14.52,0.01,0.01,0.01,13.48,5.09,0,0.01,0.03,0,0,0,0,0,0,0.43,0,0.03,0,0,1515.8,2101.5,6,0
0.17,14.26,0.01,0.01,0.01,13.64,5.09,0,0.01,0.03,0,0,0,0,0,0,0.41,0,0.03,0,0,1502,2094.6,11,0
0.01,0.01,0.05,0.05,14.7,15.3,1.5,0,0.01,0.76,0,0,1.16,0,0,0,0.01,0,0,0,0,2157.3,2239.3,8.5,0
0.04,12.29,0.55,0.27,0.01,15,5.85,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.03,0,0,1287.4,1891.1,11,0
0.08,14.48,0.01,0.01,0.01,13.56,4.99,0,0.01,0.03,0,0,0,0,0,0,0.46,0,0.07,0,0,1311.4,2016.5,13.3,0
0.2,12.66,0.51,0.52,1.02,15.56,1.99,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1245.4,1754.6,18.5,0
0.1,12,0.51,0.32,0.01,14.6,6.3,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.04,0,0,1155,1848,13.4,0
0.12,14.4,0.01,0.01,0.01,13.45,4.99,0,0.01,0.05,0,0,0,0,0,0,0.41,0,0.03,0,0,1322.9,1984.3,16,0
0.01,0.01,0.01,0.01,14.8,15,2.5,0,0.01,0.03,0,0,1.8,0,0,0,0.01,0,0,0,0,1571.2,1701.7,10.6,0
0.01,0.01,0.01,0.01,18.5,8.7,4.8,0,0.01,0.95,0,0,0.72,0,0,0,0.43,0,0,0,0,1288.4,1453.8,20,0
0.02,15.9,0.01,1.86,4,9.2,0.02,0,0.01,0.02,0,0,0.05,0,0,0,0.01,0,0,0,0,1143.7,1350.4,17,0
0.16,14.36,0.01,0.01,0.01,13.45,5.15,0,0.01,0.07,0,0,0,0,0,0,0.01,0,0.03,0,0,1460.7,2067,12,0
0.2,12.59,0.51,0.51,1.03,15.4,1.98,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1300.3,1741.5,17.9,0
0.24,8.9,0.01,0.01,8.7,13,1.5,0,0.01,0.03,0,0,0.02,0,0,0,0.28,0,0,0,0,1309.1,1757,14.3,0
0.15,14.5,0.01,0.01,0.01,13.5,5,0,0.01,0.05,0,0,0,0,0,0,0.01,0,0,0,0,1338,1792.7,14.1,0
0.01,0.01,0.01,0.01,18.5,8.8,4.7,0,0.01,1.02,0,0,0.71,0,0,0,0.01,0,0,0,0,1309.1,1495.1,19,0
0.01,0.01,0.01,0.01,14.9,15.3,3.15,0,0.01,0.03,0,0,0.7,0,0,0,0.01,0,0,0,0,1669.3,1726.8,10.8,0
0.2,12.63,0.01,1.5,0.94,13.83,1.98,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1382.2,1764.8,18.5,0
0.01,8.14,0.01,0.01,11.95,10.48,0.02,0,0.01,0.39,0,0,1.11,0,0,0,0.01,0,0,0,0,1768,1828.6,0,0
0.09,12.3,0.63,0.37,0.01,15.2,3.97,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.04,0,0,1131.9,1595.4,13.4,0
0.15,14.13,0.01,0.01,0.14,13.33,4.8,0,0.01,0.03,0,0,0,0,0,0,0.21,0,0,0,0,1341.7,1745.5,18.5,0
0,11.85,0.01,0.01,10.25,7.48,1.47,0,0.01,0.43,0,0,0.56,0,0,0,0.01,0,0,0,0,1586.7,1671.3,0,0
0,10.09,0.01,0.01,6.98,10.96,5.48,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.01,0,0,1373.9,1640.2,11.4,0
0.01,0.01,0.01,0.01,18.5,8.7,4.9,0,0.01,0.51,0,0,0.65,0,0,0,0.39,0,0,0,0,1164.4,1371.1,22,0
0.16,14.36,0.01,0.01,0.01,13.33,3.01,0,0.01,0.05,0,0,0,0,0,0,0.97,0,0.03,0,0,1240.2,1598.5,14,0
0.19,12.67,0.46,0.49,0.95,15.1,1.49,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1250.8,1737.4,18.1,0
0.11,9.2,0.01,0.01,3.7,16.7,2,0,0.01,0.03,0,0,0.03,0,0,0,0.5,0,0,0,0,1453.8,1701.8,17,0
0.19,12.54,0.02,0.49,0.96,15.1,1.49,0,0.01,0.03,0,0,0,0,0,0,0.46,0,0,0,0,1241,1719.7,18.5,0
0.2,12.51,0.01,0.51,0.95,15.16,1.98,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1314.2,1775.6,15.3,0
0.15,14.36,0.01,0.01,0.01,12.23,5.09,0,0.01,0.04,0,0,0,0,0,0,0.41,0,0.03,0,0,1471,1939.6,12.5,0
0.16,14.4,0.01,0.01,0.01,11.74,5.28,0,0.01,0.04,0,0,0,0,0,0,0.41,0,0.13,0,0,1646.7,2149.7,10,0
0.2,12.55,0.02,0.49,0.94,15.08,1.97,0,0.02,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1258.6,1738.3,16.9,0
0.15,14.36,0.01,0.01,0.01,13.64,3.04,0,0.01,0.03,0,0,0,0,0,0,0.41,0,0.03,0,0,1233.3,1612.3,14,0
0.17,14.48,0.01,0.01,0.01,11.41,5.22,0,0.01,0.13,0,0,0,0,0,0,0.41,0,0.12,0,0,1536.5,2135.9,10,0
0.2,12.6,0.01,1,0.94,13.77,1.98,0,0.08,0.03,0,0,0,0,0,0,0.21,0,0,0,0,1344.4,1736.9,17.8,0
0.19,12.53,0.01,0.49,0.96,14.95,1.48,0,0.01,0.03,0,0,0,0,0,0,0.33,0,0,0,0,1218.4,1738.3,19.3,0
0.22,12.61,0.01,1.01,0.94,13.78,1.98,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1383.7,1773.6,16.2,0
0.24,8.9,0.01,0.01,7.4,13,1.7,0,0.01,0.03,0,0,0.03,0,0,0,0.28,0,0,0,0,1550.3,1940.7,14.3,0
0.25,14.09,0.01,0.01,0.93,13.88,2,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1438.6,1826.1,11,0
0.01,8.84,0.01,0.01,10.81,9.24,1.19,0,0.01,0.43,0,0,0.57,0,0,0,0.41,0,0,0,0,1755.2,1820.7,0,0
0.01,9.9,0.04,0.04,6.99,8.02,2.75,2.43,0,1.8,0,0,0,0,0,0,0,0,0,0,0,1680.6,1768.7,6.5,0
0.01,0.01,0.01,0.01,14.6,15.4,3.1,0,0.01,0.03,0,0,0.12,0,0,0,0.01,0,0,0,0,1267.1,1331.5,15.8,0
0.02,13.9,0.01,1.82,5.1,8.9,0.02,0,0.01,0.02,0,0,0.04,0,0,0,0.01,0,0,0,0,1226.4,1329.8,17,0
0.01,7.74,0.01,0.01,11.91,9.95,0.98,0,0.01,0.27,0,0,0.71,0,0,0,0.01,0,0,0,0,1779.7,1856.2,0,0
0.21,14.08,0.01,0.01,0.93,13.83,2,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1372.9,1800.2,16.8,0
0.35,9,0.01,0.01,1.5,18,2,0,0.01,0.03,0,0,0.02,0,0,0,0.3,0,0,0,0,1731.7,2232.4,0,0
0,11.11,0.01,0.01,10,7.51,1.23,0.28,0.01,0.57,0,0,0.59,0,0,0,0.01,0,0,0,0,1729.4,1817.2,0,0
0.19,12.53,0.01,0.5,0.95,15.02,1.48,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1311.1,1789.4,16.2,0
0.01,10.12,0.01,0.01,7.01,10.05,5.48,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1486.2,1700.3,14.6,0
0.04,0.01,0.01,0.01,18.8,8,6,0,0.01,0.16,0,0,0.42,0,0,0,0.01,0,0,0,0,1012.8,1198.9,6,0
0.15,14.01,0.01,0.01,0.93,13.76,1.99,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1278.2,1610.8,17.7,0
0.17,12.54,0.01,0.78,0.95,13.99,1.99,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1368.5,1727.5,17.3,0
0.21,12.54,0.01,0.56,0.99,13.76,1.97,0,0.08,0.03,0,0,0,0,0,0,0.34,0,0,0,0,1280.7,1772.2,12.5,0
0.18,0.01,0.11,0.09,17.8,8.06,0.02,0,0.01,0.11,0,0,0.08,0,0,0,4.32,0,0,0,0,1605.4,1639.8,13,0
0.21,12.51,0.01,0.73,0.94,13.78,1.98,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1369.5,1759.4,15.9,0
0.01,15.7,0.01,1.72,4.1,7.4,0.02,0,0.01,0.02,0,0,0.04,0,0,0,0.01,0,0,0,0,1205.8,1281.5,16,0
0.19,12.47,0.01,0.73,0.95,13.78,1.98,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1275.3,1741.8,17.6,0
0.22,8.5,0.01,0.01,4.6,15.3,1.5,0.5,0.01,0.03,0,0,0.03,0,0,0,0.28,0,0,0,0,1575.5,1998.1,14.7,0
0.21,12.55,0.01,0.5,0.94,13.75,1.98,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1369.5,1767.4,17.7,0
0.23,12.47,0.01,0.52,0.95,13.78,1.97,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1359.7,1809.9,7.3,0
0.03,0.01,0.01,0.01,18.4,7,4.9,0,0.01,0.15,0,0,1.77,0,0,0,0.01,0,0,0,0,1233.3,1378,24,0
0.19,12.64,0.01,0.5,0.98,13.67,1.95,0,0.02,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1376.3,1732.4,17.7,0
0.2,13.82,0.01,0.01,1.13,13.74,0.99,0,0.09,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1376.7,1809.3,18,0
0.21,14.04,0.01,0.01,0.01,13.79,1.99,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1348.9,1727.5,9.6,0
0.21,12.59,0.01,0.37,0.96,13.75,1.98,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1332.7,1774.1,16.8,0
0.01,0.01,0.01,0.01,17,8.7,4.8,0,0.01,0.39,0,0,0.67,0,0,0,0.34,0,0,0,0,1287.3,1429.7,19.3,0
0.02,0.01,0.01,0.01,14.5,15.4,0.92,0,0.01,0.03,0,0,0.41,0,0,0,0.01,0,0,0,0,1212,1272.2,14.8,0
0.01,0.01,0.05,0.05,17.4,7.9,4.97,0,0.01,0.13,0,0,1.5,0,0,0,0.01,0,0,0,0,2356.4,2404.6,8,0
0.2,12.46,0.01,0.3,0.95,13.75,1.97,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1299.8,1770.2,13.6,0
0.16,14.26,0.01,0.01,0.01,10.55,4.93,0,0.01,0.04,0,0,0,0,0,0,0.46,0,0.03,0,0,1405.6,1894.8,14,0
0.02,0.01,0.01,0.01,14.7,15.5,0.02,0,0.01,0.03,0,0,0.43,0,0,0,0.01,0,0,0,0,1144.8,1176.2,16.5,0
0.2,12.43,0.01,0.01,1.21,13.82,2.01,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1423.8,1818.8,16.5,0
0,14.3,0.01,0.01,8.3,4.3,2.6,0,0.01,0.1,0,0,0.49,0,0,0,0.01,0,0,0,0,1350.4,1478,0,0
0,14.3,0.01,0.01,8.4,4.3,2.5,0,0.01,0.12,0,0,0.47,0,0,0,0.01,0,0,0,0,1274.7,1347,0,0
0.02,13.9,0.01,1.93,6,6,0.02,0,0.01,0.03,0,0,0.05,0,0,0,0.01,0,0,0,0,1130,1212.6,14,0
0.06,16.42,2.09,0.32,5.14,2.03,1.51,0,0.01,0.88,0,0,0,0,0,0,0.01,0,0,0,0,1237,1374.2,9.9,0
0.19,12.61,0.01,0.01,0.99,13.79,1.98,0,0.07,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1371.4,1730.5,15.6,0
0.2,11.94,0.01,0.01,2.48,13.64,0.99,0,0.1,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1273.3,1640.2,18.6,0
0.01,0.01,0.01,0.01,15.2,9.2,5.1,0,0.01,0.9,0,0,0.7,0,0,0,0.01,0,0,0,0,1393.5,1521.4,13.8,0
0.01,0.01,0.01,0.01,15.1,9.2,5.1,0,0.01,0.92,0,0,0.7,0,0,0,0.01,0,0,0,0,1580.1,1719.1,10.2,0
