carbon_percent,chromium_percent,manganese_percent,silicon_percent,nickel_percent,cobalt_percent,molybdenum_percent,tungsten_percent,niobium_percent,aluminium_percent,phosphorous_percent,copper_percent,titanium_percent,tantalum_percent,hafnium_percent,rhenium_percent,vanadium_percent,boron_percent,nitrogen_percent,oxygen_percent,sulphur_percent,yield_strength,uts,elongation,reduction_area
0.02,15.5,0.01,1.92,3.9,6,0.02,0,0.01,0.04,0,0,0.07,0,0,0,0.01,0,0,0,0,1109.3,1178.2,12,0
0.23,12.6,0.01,0.36,0.95,12.77,1.97,0,0.08,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1302.8,1721.7,18.1,0
0.25,9,0.01,0.01,6.2,12.2,1.3,0,0.01,0.03,0,0,0.03,0,0,0,0.29,0,0,0,0,1405.6,1798.3,16,0
0.02,0.01,0.01,0.01,18.6,6.7,5.1,0,0.01,0.12,0,0,0.89,0,0,0,0.01,0,0,0,0,1088.6,1226.4,21,0
0.02,0.01,0.01,0.01,18.6,6.9,5.1,0,0.01,0.12,0,0,0.64,0,0,0,0.01,0,0,0,0,1026.6,1178.2,14,0
0.24,8.9,0.01,0.01,5.1,13,1.7,0,0.01,0.03,0,0,0.03,0,0,0,0.29,0,0,0,0,1429.7,1925.8,15.5,0
0.22,3.03,0.01,0.01,11.17,13.89,1.18,0,0.01,0.03,0,0,0.01,0,0,0,0.01,0,0,0,0,1810,1970,12.2,0
0.01,0.01,0.01,0.01,15.3,9.1,5.1,0,0.01,0.6,0,0,0.68,0,0,0,0.01,0,0,0,0,1123.1,1198.9,13,0
0.15,9,0.01,0.01,4.8,13,1.5,0,0.01,0.03,0,0,0.02,0,0,0,0.5,0,0,0,0,1412.5,1688.1,10,0
0.2,10.53,0.01,0.01,2.49,13.67,1.98,0,0.1,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1282.2,1668.7,17.8,0
0.23,3.11,0.01,0.01,11.26,13.48,1.19,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,1777.6,1954.6,15.6,0
0.03,0.01,0.01,0.01,15,8.8,5,0,0.2,0.98,0,0,0.26,0,0,0,0.01,0,0,0,0,1026.6,1164.4,35,0
0.03,0.01,0.01,0.01,18.3,6.7,5.1,0,0.01,0.11,0,0,0.7,0,0,0,0.01,0,0,0,0,1109.3,1281.5,18,0
0.1,12.195,0.62,0.37,0.01,10.2,6.15,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.03,0,0,1258.2,1650.9,12,0
0.22,3.11,0.01,0.01,11.22,13.51,1.19,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,1743.5,1925.4,16.8,0
0.21,3.1,0.01,0.01,11.18,13.52,1.19,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,1792.1,1991.2,15,0
0.23,3.1,0.01,0.01,11.08,13.49,1.19,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,1741.8,1933.4,15.6,0
0.23,3.11,0.01,0.01,11.16,13.46,1.18,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,1746.6,1945.8,14.8,0
0.24,3.12,0.01,0.01,11.06,13.46,1.19,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,1804.2,2010.8,15.9,0
0.03,14.5,0.6,0.3,8.5,0.01,2.5,0,0.01,1.2,0,0,0,0,0,0,0.01,0,0,0,0,1478.4,1617,5,0
0.21,3.11,0.01,0.01,11.11,13.48,1.19,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,1795.5,1991.9,13.4,0
0.23,3.12,0.01,0.02,11.03,13.45,1.2,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,1818,2022.2,14.4,0
0.08,12.16,0.59,0.3,0.01,10,6.3,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.05,0,0,1287.4,1801.8,9.7,0
0.02,0.01,0.01,0.01,18.1,6.8,4.8,0,0.3,0.09,0,0,0.41,0,0,0,0.01,0,0,0,0,1005.9,1109.3,28,0
0.01,7.93,0.01,0.03,10.02,8.14,0.2,2.29,0,0.2,0,0,0.49,0,0,0,0,0,0.01,0,0,1525,1635,9.8,0
0.07,17,0.6,0.3,7,0.01,0.02,0,0.01,1.2,0,0,0,0,0,0,0.01,0,0,0,0,1362.9,1447.6,9,0
0.02,5.1,0.01,0.01,11.2,6.2,5.1,0,0.01,0.71,0,0,0.94,0,0,0,0.01,0,0,0,0,1071.4,1229.8,24.5,0
0.02,5.1,0.01,0.01,11.2,6.3,5.1,0,0.01,0.41,0,0,0.74,0,0,0,0.49,0,0,0,0,1136.8,1205.8,22.5,0
0.09,17.48,2.8,0.32,4.44,0.01,0.02,0,0.01,0.9,0,0,0,0,0,0,0.01,0,0,0,0,1236.6,1381.9,12.9,0
0.01,5.1,0.01,0.01,11.2,6.3,5.1,0,0.01,0.09,0,0,0.78,0,0,0,0.94,0,0,0,0,1040.4,1164.4,22,0
0.02,0.01,0.01,0.01,14.6,8.9,5,0,0.2,0.48,0,0,0.2,0,0,0,0.43,0,0,0,0,1026.6,1178.2,18,0
0.02,0.01,0.01,0.01,14.9,8.7,4.8,0,0.01,0.36,0,0,0.71,0,0,0,0.26,0,0,0,0,1164.4,1260.9,24,0
0.04,12,0.44,0.32,0.01,10,6.16,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.03,0,0,1219.7,1674,12.5,0
0.04,0.01,0.01,0.01,15,8.8,5,0,0.2,0.5,0,0,0.24,0,0,0,0.01,0,0,0,0,1019.7,1157.5,15,0
0.21,8.2,0.01,0.6,2.6,14.2,1.3,0,0.01,0.03,0,0,0.02,0,0,0,0.29,0,0,0,0,1391.8,1839.6,11,0
0.01,5,0.01,0.01,11.2,6.2,5,0,0.01,0.09,0,0,1.81,0,0,0,0.01,0,0,0,0,1164.4,1288.4,33,0
0.17,2.97,0.16,0.05,10.02,13.74,1.21,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,1547.3,1663.9,14.4,0
0.07,15,0.6,0.3,7,0.01,2.25,0,0.01,1.2,0,0,0,0,0,0,0.01,0,0,0,0,1463,1555.4,6.5,0
0.03,0.01,0.05,0.17,16.4,6.9,0.02,0,0.01,0.1,0,0,0.14,0,0,0,4,0,0,0,0,1536.5,1536.5,11,0
0.35,0.01,0.07,4.75,18.5,0.01,0.02,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1250.5,1949.9,2,0
0.01,5,0.01,0.01,11.1,6.3,5.1,0,0.01,0.1,0,0,1.29,0,0,0,0.01,0,0,0,0,1123.1,1247.1,23,0
0.09,17.5,1,0.5,4.2,0.01,2.75,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.1,0,0,1016.4,1324.4,12,0
0.19,6.8,0.01,0.01,2.8,14.2,2.4,1.3,0.01,0.03,0,0,0.02,0,0,0,0.28,0,0,0,0,1371.1,1812.1,13,0
0.09,17.12,0.5,0.28,4.18,2.02,2.02,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1117.3,1286.6,20.2,0
0.1,12.32,0.53,0.26,0.01,9.75,0.02,6,0.01,0.03,0,0,0,0,0,0,0.01,0,0.03,0,0,1232,1566.2,14.7,0
0.16,1.97,0.16,0.05,10.05,13.88,1,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,1592.9,1729.6,14.5,0
0.16,1.95,0.06,0.04,10.15,13.8,0.98,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0,0,0,1629.9,1760.8,14.5,0
0.02,5,0.01,0.01,11.1,6.2,4.8,0,0.01,0.09,0,0,0.82,0,0,0,0.01,0,0,0,0,1047.3,1178.2,18,0
0.11,11.89,0.58,0.22,0.01,10.2,3.88,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.02,0,0,1096.5,1492.3,14.5,0
0.24,9.1,0.01,0.01,2.8,12.4,1.3,0,0.01,0.03,0,0,0.03,0,0,0,0.37,0,0,0,0,1615.8,1960.2,15.5,0
0.23,9,0.01,0.01,2.8,12.5,1.3,0,0.01,0.03,0,0,0.03,0,0,0,0.3,0,0,0,0,1522.7,2024,14.4,0
0.02,0.01,0.01,0.01,13,8.9,5,0,0.01,0.2,0,0,0.71,0,0,0,0.47,0,0,0,0,1061.1,1198.9,23,0
0.18,9.1,0.01,0.01,2.8,12.5,1.3,0,0.01,0.03,0,0,0.03,0,0,0,0.29,0,0,0,0,1426.2,1800.6,16,0
0.24,9,0.01,0.01,2.8,12.4,1.3,0,0.01,0.03,0,0,0.02,0,0,0,0.29,0,0,0,0,1564,1939.6,16,0
0.1,17,3,0.3,4.2,0.01,0.02,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1130.4,1350.6,30.5,0
0.15,2.97,0.16,0.05,10.06,12.05,1,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,1455.4,1567.7,16.7,0
0.09,16.92,2.16,0.18,4.26,0.01,1.04,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1028.7,1315.2,18,0
0.03,12.64,0.01,0.01,8.44,0.01,2.24,0,0.01,1.31,0,0,0.01,0,0,0,0.01,0,0,0,0,1521.3,1572.3,13.5,0
0.02,0.01,0.1,4.27,18.1,0.01,0.02,0,0.01,0.07,0,0,0.09,0,0,0,0.01,0,0,0,0,1801.8,1915.4,4,0
0.15,2.01,0.16,0.06,10.08,12.15,1.22,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,1503.4,1642.2,16,0
0.03,12.51,0.01,0.01,8.36,0.01,2.22,0,0.01,1.06,0,0,0.09,0,0,0,0.01,0,0,0,0,1350.3,1413.2,18.2,0
0.04,12.52,0.01,0.02,8.63,0.01,2.1,0,0.01,1,0,0,0,0,0,0,0.01,0,0,0,0,1308,1431.4,14.3,0
0.03,12.49,0.01,0.01,8.31,0.01,2.21,0,0.01,1.06,0,0,0.09,0,0,0,0.01,0,0.01,0,0,1357.9,1408.6,16.8,0
0.03,12.49,0.01,0.01,8.31,0.01,2.22,0,0.01,1.07,0,0,0.05,0,0,0,0.01,0,0,0,0,1317,1526.5,18.1,0
0.03,12.52,0.01,0.01,8.34,0.01,2.21,0,0.01,1.06,0,0,0.02,0,0,0,0.01,0,0.01,0,0,1269,1325.2,16.2,0
0.03,12.57,0.01,0.01,8.29,0.01,2.22,0,0.01,1.05,0,0,0.01,0,0,0,0.01,0,0.01,0,0,1306.9,1336.4,15.9,0
0.03,12.54,0.01,0.01,8.38,0.01,2.24,0,0.01,1.03,0,0,0.01,0,0,0,0.01,0,0,0,0,1285,1311.3,16,0
0.04,12.49,0.01,0.01,8.3,0.01,2.23,0,0.01,1.07,0,0,0.01,0,0,0,0.01,0,0,0,0,1297.5,1343.3,15.5,0
0.04,12.51,0.01,0.01,8.32,0.01,2.22,0,0.01,1.06,0,0,0.05,0,0,0,0.01,0,0,0,0,1344,1511,17.8,0
0.04,12.45,0.01,0.01,8.33,0.01,2.2,0,0.01,1.04,0,0,0.1,0,0,0,0.01,0,0,0,0,1348.6,1440.6,17.3,0
0.12,2.01,0.18,0.06,10.07,12.1,1,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,1463.3,1574.7,15.4,0
0.03,12.51,0.01,0.01,8.28,0.01,2.2,0,0.01,1.05,0,0,0.05,0,0,0,0.01,0,0.01,0,0,1276.7,1334,18.3,0
0.03,12.51,0.01,0.01,8.31,0.01,2.22,0,0.01,1.06,0,0,0.02,0,0,0,0.01,0,0,0,0,1296,1355.3,18.2,0
0.03,12.56,0.01,0.01,8.31,0.01,2.22,0,0.01,1.02,0,0,0.01,0,0,0,0.01,0,0,0,0,1277.7,1308.8,16.1,0
0.04,12.49,0.01,0.01,8.3,0.01,2.21,0,0.01,1.02,0,0,0.09,0,0,0,0.01,0,0,0,0,1391.2,1426,16.6,0
0.04,12.46,0.01,0.01,8.34,0.01,2.24,0,0.01,1.04,0,0,0.01,0,0,0,0.01,0,0,0,0,1312,1344.4,14.6,0
0.03,12.47,0.01,0.01,8.31,0.01,2.2,0,0.01,1.03,0,0,0.02,0,0,0,0.01,0,0,0,0,1276.5,1463.8,18.6,0
0.2,8.2,0.01,0.01,2.1,12.4,1.3,0,0.01,0.03,0,0,0.02,0,0,0,0.29,0,0,0,0,1357.3,1777.6,11,0
0.04,12.35,0.01,0.01,8.27,0.01,2.21,0,0.01,1.04,0,0,0.03,0,0,0,0.01,0,0,0,0,1294.9,1352.1,18.2,0
0.13,15.5,1,0.25,4.2,0.01,2.75,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0.1,0,0,1155,1409.1,14,0
0.14,15.69,3,0.24,4.14,0.01,0.02,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1153.4,1359.8,17.2,0
0.04,12.58,0.01,0.01,8.39,0.01,2.2,0,0.01,0.77,0,0,0.02,0,0,0,0.01,0,0,0,0,1280.2,1343.8,18.4,0
0.12,12.02,0.54,1.2,2,4,3.01,0,0.41,0.03,0,0,0,0,0,0,0.35,0,0.05,0,0,1074.9,1342.9,17.9,0
0.01,11.3,0.07,0.11,10.3,0.01,2.05,0,0.01,0.24,0,0,0.23,0,0,0,0.01,0,0,0,0,1157.5,1187.8,16.5,0
0.04,12.44,0.01,0.04,8.26,0.01,2.19,0,0.01,0.77,0,0,0.02,0,0,0,0.01,0,0,0,0,1280.8,1340.1,16.1,0
0.4,12.14,0.16,0.01,0.01,4.92,5.84,0,0.01,0.03,0,0,0,0,0,0,0.96,0,0,0,0,1667.4,2122.1,4,0
0.03,11.2,0.01,0.01,9.61,0.01,0.02,4,0.01,0.39,0,0,0.26,0,0,0,0.01,0,0,0,0,1199,1266.5,10.3,0
0.04,12.38,0.01,0.01,8.25,0.01,2.2,0,0.01,0.81,0,0,0.03,0,0,0,0.01,0,0,0,0,1305.4,1361.8,18.2,0
0.01,0.01,0.01,0.01,21,0.01,2.1,0,0.01,0.13,0,0,1.9,0,0,0,0.01,0,0,0,0,1661.2,1888.4,6,0
0.01,0.01,0.1,3.3,18.5,0.01,0.02,0,0.01,0.05,0,0,0.11,0,0,0,0.01,0,0,0,0,1474.4,1529.6,13.5,0
0.01,10.5,0.01,0.01,10.3,0.01,3.1,0,0.01,0.36,0,0,0.11,0,0,0,0.01,0,0,0,0,1091.4,1140.3,22,0
0.02,10.2,0.74,0.1,10.2,0.01,1.98,0,0.01,0.3,0,0,0.22,0,0,0,0.01,0,0,0,0,1145.8,1196.1,18,0
0.01,10.6,0.05,0.02,10.6,0.01,2.06,0,0.01,0.36,0,0,0.08,0,0,0,0.01,0,0,0,0,1194,1235.4,17,0
0.1,12,0.5,0.3,2,5,0.02,6,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1235.9,1520,15.6,0
0,10.2,0.1,0.41,10.4,0.01,2,0,0.01,0.25,0,0,0.23,0,0,0,0.01,0,0,0,0,1221.6,1282.9,17.5,0
0.01,7.7,0.05,0.1,12.2,0.01,3.05,0,0.01,0.63,0,0,0.2,0,0,0,0.01,0,0,0,0,1506.8,1546.8,14,0
0.02,0.01,0.11,3.18,18.3,0.01,0.02,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1419.4,1481.4,14,0
0,10.4,0.07,0.1,10.4,0.01,2.2,0,0.01,0.25,0,0,0.24,0,0,0,0.01,0,0,0,0,1224.7,1241.2,15.5,0
0,10.2,0.11,0.3,10.4,0.01,2.05,0,0.01,0.2,0,0,0.22,0,0,0,0.01,0,0,0,0,1173.8,1232,18,0
0.01,9.4,0.08,0.05,10.7,0.01,3.2,0,0.01,0.27,0,0,0.22,0,0,0,0.01,0,0,0,0,1267.8,1285,15,0
0.03,10.7,0.01,0.01,9.46,0.01,2.45,0,0.01,0.46,0,0,0.28,0,0,0,0.01,0,0,0,0,1182,1254.5,10.1,0
0,11.2,0.05,0.02,9.9,0.01,2.05,0,0.01,0.13,0,0,0.3,0,0,0,0.01,0,0,0,0,1172,1213.3,18,0
0,10.2,0.36,0.08,10.3,0.01,2.02,0,0.01,0.3,0,0,0.23,0,0,0,0.01,0,0,0,0,1178.9,1234.4,18.5,0
0,10.1,0.44,0.08,10.3,0.01,2,0,0.01,0.3,0,0,0.22,0,0,0,0.01,0,0,0,0,1163,1219.6,17.5,0
0.01,10.2,0.11,0.18,10.3,0.01,2.05,0,0.01,0.27,0,0,0.22,0,0,0,0.01,0,0,0,0,1175.4,1224.4,19,0
0.01,10.2,0.03,0.03,10.5,0.01,2.2,0,0.01,0.23,0,0,0.24,0,0,0,0.01,0,0,0,0,1340.8,1353.2,13,0
0.01,10.3,0.12,0.06,10.2,0.01,2.05,0,0.01,0.31,0,0,0.21,0,0,0,0.01,0,0,0,0,1258.8,1289.1,15,0
0.01,7.65,0.05,0.09,12.2,0.01,3.05,0,0.01,0.46,0,0,0.2,0,0,0,0.01,0,0,0,0,1414.5,1465.5,15,0
0.02,10.2,0.24,0.1,10.3,0.01,1.94,0,0.01,0.24,0,0,0.23,0,0,0,0.01,0,0,0,0,1167.2,1207.8,16.5,0
0,10.4,0.05,0.02,10,0.01,2.05,0,0.01,0.35,0,0,0.31,0,0,0,0.01,0,0,0,0,1282.2,1344.2,16,0
0.01,0.01,0.01,0.01,17.5,0.01,2.1,0,0.01,0.12,0,0,2,0,0,0,2,0,0,0,0,1998.6,2088.4,10,0
0.02,10,0.48,0.1,10,0.01,1.92,0,0.01,0.29,0,0,0.21,0,0,0,0.01,0,0,0,0,1188.6,1236.4,16.5,0
0,10.3,0.05,0.02,10.2,0.01,2.06,0,0.01,0.35,0,0,0.17,0,0,0,0.01,0,0,0,0,1243,1292.6,16,0
0,9.9,0.12,0.07,10.5,0.01,2.1,0,0.01,0.23,0,0,0.22,0,0,0,0.01,0,0,0,0,1150.6,1202.6,17,0
0.36,6.75,0.22,0.01,0.01,9.46,5.75,0,0.01,0.03,0,0,0,0,0,0,0.96,0,0,0,0,1846.5,2177.2,6,0
0.02,10.4,0.06,0.13,9.9,0.01,2.15,0,0.01,0.09,0,0,0.13,0,0,0,0.01,0,0,0,0,1005.9,1033.5,21,0
0.03,7.5,0.05,0.11,12.1,0.01,3.05,0,0.01,0.25,0,0,0.2,0,0,0,0.01,0,0,0,0,1218.8,1260.2,18,0
0,10.3,0.05,0.03,10.3,0.01,2.06,0,0.01,0.09,0,0,0.09,0,0,0,0.01,0,0,0,0,1032.1,1063.1,20,0
0.01,7.7,0.07,0.1,12,0.01,3.02,0,0.01,0.08,0,0,0.06,0,0,0,0.01,0,0,0,0,1010.8,1041.1,19,0
0.03,11.3,0.01,0.01,8.64,0.01,0.02,1.84,0.01,0.39,0,0,0.27,0,0,0,0.01,0,0,0,0,1194,1259,10.8,0
0.01,9,0.08,0.12,8.5,0.01,3.25,0,0.01,0.9,0,0,0.23,0,0,0,0.01,0,0,0,0,1462.7,1533,12,0
0.02,7.4,0.06,0.08,10.3,0.01,3.25,0,0.01,0.91,0,0,0.23,0,0,0,0.01,0,0,0,0,1555.8,1598.5,12,0
0,10.4,0.12,0.08,9.2,0.01,1.97,0,0.01,0.26,0,0,0.21,0,0,0,0.01,0,0,0,0,1207.8,1223.7,16,0
0.02,0.01,0.01,0.01,17.9,0.01,3.1,0,0.01,0.07,0,0,1.4,0,0,0,0.9,0,0,0,0,1730.2,1819.5,10,0
0.03,10.7,0.01,0.01,10.3,0.01,0.02,0,0.01,0.21,0,0,0.31,0,0,0,0.01,0,0,0,0,1125,1217.5,15.4,0
0.03,0.01,0.01,0.01,18.1,0.01,2.2,0,0.01,0.1,0,0,2.5,0,0,0,0.01,0,0,0,0,2006,2130,5,0
0.03,0.01,0.01,0.01,18.1,0.01,2.2,0,0.01,0.11,0,0,2.5,0,0,0,0.01,0,0,0,0,2005.5,2129.5,5,0
0.01,0.01,0.06,2.58,17.8,0.01,0.02,0,0.01,0.05,0,0,0.07,0,0,0,0.01,0,0,0,0,1309.1,1374.6,16,0
0.01,9.8,0.12,0.08,10,0.01,1.7,0,0.01,0.2,0,0,0.19,0,0,0,0.01,0,0,0,0,1087,1130.2,15.4,0
0.01,7.7,0.05,0.1,10.4,0.01,3.07,0,0.01,0.67,0,0,0.2,0,0,0,0.01,0,0,0,0,1475.8,1529.6,16,0
0.01,0.01,0.01,0.01,17.8,0.01,3.1,0.33,0.01,0.05,0,0,1.1,0,0,0,1,0,0,0,0,1688.1,1750.1,12,0
0.03,0.01,0.01,0.01,17.3,0.01,0.02,0,2.5,0.1,0,0,1.07,0,0,0,1.8,0,0,0,0,1730.2,1771.4,8,0
0.38,7.43,0.18,0.01,0.01,4.91,9.67,0,0.01,0.03,0,0,0,0,0,0,0.96,0,0,0,0,1577.8,1943,3,0
0.4,9.69,0.18,0.01,0.01,4.87,5.84,0,0.01,0.03,0,0,0,0,0,0,0.96,0,0,0,0,1798.3,2135.9,6,0
0.02,0.01,0.1,2.02,18.4,0.01,0.02,0,0.01,0.03,0,0,0,0,0,0,0.01,0,0,0,0,1298.8,1343.6,15,0
0.01,7.6,0.05,0.09,10.3,0.01,3.05,0,0.01,0.52,0,0,0.2,0,0,0,0.01,0,0,0,0,1383.5,1424.9,15,0
0.02,0.01,0.01,0.01,17.5,0.01,0.02,0,0.01,0.09,0,0,2.06,0,0,0,1.9,0,0,0,0,1730.2,1943.5,6,0
0.01,5.32,0.05,0.06,12.95,0.01,2.93,0,0.01,0.51,0,0,0.2,0,0,0,0.01,0,0,0,0,1404.2,1429,15,0
0.01,0.01,0.03,0.01,18.11,0.01,3.07,0,0.01,0.09,0,0,1.41,0,0,0,0.01,0,0,0,0,1641.2,1709.9,10.7,0
0.01,0.01,0.02,0.01,18.2,0.01,3.06,0,0.01,0.09,0,0,1.26,0,0,0,0.01,0,0,0,0,1599.4,1670.1,12.5,0
0.29,1.02,0.01,0.01,10.46,7.17,2,1.28,0.01,0.03,0,0,0.01,0,0,0,0.1,0,0,0,0,1683,1990,14,0
0,0.01,0.01,0.01,18.1,0.01,3.1,0,0.01,0.05,0,0,1.4,0,0,0,0.01,0,0,0,0,1716.3,1833.4,13,0
0.03,0.01,0.01,0.01,18.5,0.01,0.02,3,0.01,0.1,0,0,1.4,0,0,0,0.01,0,0,0,0,1600,1650,8,0
0,7.5,0.07,0.08,10.5,0.01,3.3,0,0.01,0.21,0,0,0.23,0,0,0,0.01,0,0,0,0,1263.6,1279.5,16,0
0.01,7.95,0.04,0.1,10.2,0.01,3.08,0,0.01,0.08,0,0,0.05,0,0,0,0.01,0,0,0,0,1061.7,1079,18,0
0.01,8.9,0.08,0.12,8.35,0.01,3.25,0,0.01,0.25,0,0,0.2,0,0,0,0.01,0,0,0,0,1169.2,1181.6,18,0
0.01,7.8,0.06,0.05,10.2,0.01,3.2,0,0.01,0.06,0,0,0.1,0,0,0,0.01,0,0,0,0,1036.9,1054.9,19,0
0.03,8.9,0.07,0.04,8.45,0.01,3.25,0,0.01,0.15,0,0,0.23,0,0,0,0.01,0,0,0,0,1150.6,1168.5,17,0
0.01,0.01,0.01,0.01,18.1,0.01,1,0,0.01,0.08,0,0,1.8,0,0,0,0.01,0,0,0,0,1737.2,1840.3,9,0
0.02,4.98,0.21,0.19,12.26,0.01,2.97,0,0.01,0.23,0,0,0.14,0,0,0,0.01,0,0,0,0,1194,1223.7,15,0
0.01,4.65,0.08,0.05,12.11,0.01,3.13,0,0.01,0.57,0,0,0.2,0,0,0,0.01,0,0,0,0,1390.4,1413.8,15,0
0.01,0.01,2.5,0.02,18,0.01,0.02,0,0.01,0.05,0,0,0.04,0,0,0,0.01,0,0,0,0,1471.1,1522.7,12,0
0.01,4.8,0.05,0.12,12.16,0.01,2.99,0,0.01,0.4,0,0,0.19,0,0,0,0.01,0,0,0,0,1272.6,1318.1,17.5,0
0.01,0.01,0.01,0.01,17.4,0.01,1.44,0,0.01,0.08,0,0,1.9,0,0,0,0.01,0,0,0,0,1392.4,1640.4,12,0
0.01,0.01,0.01,0.01,17.1,0.01,2,0,0.01,0.07,0,0,1.82,0,0,0,0.01,0,0,0,0,1874.6,1971.2,10,0
0.02,0.01,0.01,0.01,17.8,0.01,0.64,0,0.01,0.08,0,0,2.03,0,0,0,0.01,0,0,0,0,1730.2,1854.2,10,0
0.01,4.67,0.06,0.03,12.14,0.01,3.17,0,0.01,0.47,0,0,0.19,0,0,0,0.01,0,0,0,0,1390.4,1413.8,15,0
0.01,4.87,0.1,0.18,12.08,0.01,2.97,0,0.01,0.25,0,0,0.15,0,0,0,0.01,0,0,0,0,1230.6,1262.2,16,0
0.01,5,0.02,0.03,12.16,0.01,3,0,0.01,0.31,0,0,0.21,0,0,0,0.01,0,0,0,0,1309.8,1345.6,15,0
0.02,0.01,0.01,0.01,17.9,0.01,0.3,0,0.01,0.1,0,0,1.95,0,0,0,0.01,0,0,0,0,1674.6,1778.3,9,0
0.02,4.73,0.08,0.04,12.08,0.01,3.15,0,0.01,0.38,0,0,0.23,0,0,0,0.01,0,0,0,0,1243.6,1267.1,17,0
0.01,4.86,0.05,0.06,11.6,0.01,2.95,0,0.01,0.58,0,0,0.22,0,0,0,0.01,0,0,0,0,1437.3,1459.3,16,0
0.01,4.77,0.03,0.11,12.21,0.01,3.03,0,0.01,0.26,0,0,0.2,0,0,0,0.01,0,0,0,0,1216.8,1249.8,17,0
0.37,7.41,0.18,0.01,0.01,4.88,6.85,0,0.01,0.03,0,0,0,0,0,0,0.96,0,0,0,0,1784.5,2129,5,0
0,5.01,0.04,0.06,11.83,0.01,2.98,0,0.01,0.39,0,0,0.2,0,0,0,0.01,0,0,0,0,1324.3,1351.8,16,0
0.01,0.01,0.04,1.87,16.7,0.01,0.02,0,0.01,0.05,0,0,0.08,0,0,0,0.01,0,0,0,0,1188.5,1223,18,0
